Number,Gender,GivenName,MiddleInitial,Surname,StreetAddress,EmailAddress,Username,TelephoneNumber,Birthday,NationalID,BloodType
2187,male,Ómar,A,Guðmannsson,Álfabyggð 78,OmarGumannsson@armyspy.com,Addeat,469 4015,12/18/1961,,A+
2188,male,Sigmar,B,Dagbjartsson,Akurbraut 75,SigmarDagbjartsson@gustr.com,Thadfice,459 4858,5/23/1944,,O+
2189,female,Anna,R,Sigurjónsdóttir,Alfaskeid 68,AnnaSigurjonsdottir@superrito.com,Boodgme,419 0054,9/12/1938,,B+
2190,female,Þórunn,J,Kristbjörnsdóttir,Suðurbraut 65,orunnKristbjornsdottir@dayrep.com,Ingichis,473 1652,12/8/1993,,A+
2191,female,Sæunn,A,Þórólfsdóttir,Lindargata 84,Saeunnorolfsdottir@dayrep.com,Maxed1959,472 2133,9/16/1959,,O+
2192,male,Matti,J,Hlöðvarsson,Borgartuni 87,MattiHlovarsson@dayrep.com,Finton,465 1933,3/20/1933,,AB+
2193,male,Þórðr,J,Friðbertsson,Austurstraeti 90,orrFribertsson@dayrep.com,Spareige,436 6872,1/19/1983,,B+
2194,male,Benedikt,Þ,Jörundsson,Hlíðarenda 37,BenediktJorundsson@fleckens.hu,Evittly,467 5931,7/11/1938,,A+
2195,male,Heiðar,S,Jensson,Hlégerði 89,HeiarJensson@cuvox.de,Fifienew,412 6838,8/14/1966,,A+
2196,female,Eivør,K,Valberg,Tungata 39,EivrValberg@rhyta.com,Whold1979,455 5149,12/14/1979,,B+
2197,male,Trausti,V,Arnaldsson,Gardabraut 44,TraustiArnaldsson@dayrep.com,Plesubt,436 7174,12/24/1984,,B-
2198,male,Bergþór,E,Þóroddsson,Vesturgata 82,Bergororoddsson@teleworm.us,Thent1951,446 4407,8/23/1951,,A+
2199,male,Þorgrímur,R,Kristófersson,Grýtubakki 34,orgrimurKristofersson@dayrep.com,Couran,444 9923,9/23/1949,,A+
2200,female,Halla,S,Ingólfsdóttir,Hnjúkabyggð 25,HallaIngolfsdottir@superrito.com,Beave1987,444 5373,9/7/1987,,O+
2201,female,Sunneva,E,Matthíasdóttir,Fífubarð 69,SunnevaMatthiasdottir@rhyta.com,Riposs1940,452 1482,4/27/1940,,B+
2202,female,Guðfinna,I,Friðbjarnardóttir,Fagradalsbraut 37,GufinnaFribjarnardottir@jourrapide.com,Hoppen,460 5343,6/3/1952,,O+
2203,female,Magdalena,E,Sigvaldadóttir,Kaupangsstræti 32,MagdalenaSigvaldadottir@einrot.com,Trilotherci,434 9547,9/15/1991,,B+
2205,male,Diðrik,B,Arngrímsson,Fjolnisgata 67,DirikArngrimsson@jourrapide.com,Nece1974,436 9403,12/4/1974,,O+
2206,female,Rósa,B,Grímsdóttir,Hraunás 23,RosaGrimsdottir@superrito.com,Warnamille,459 1800,8/5/1984,,O+
2207,female,Mjöll,S,Arnórsdóttir,Fagradalsbraut 58,MjollArnorsdottir@superrito.com,Oppolse,460 5803,8/21/1950,,B+
2208,female,Elisabet,H,Magnúsdóttir,Fjölnisgata 57,ElisabetMagnusdottir@superrito.com,Rhancen1973,468 3444,1/29/1973,,O+
2209,male,Þormar,Á,Benediktsson,Djúpivogur 11,ormarBenediktsson@rhyta.com,Mrsices1943,442 5049,10/13/1943,,B+
2210,female,Sunna,I,Matthíasdóttir,Vikurbraut 13,SunnaMatthiasdottir@teleworm.us,Theallove,450 0043,1/20/1973,,O-
2212,male,Geir,H,Flosason,Austvaðsholti 39,GeirFlosason@rhyta.com,Thera1929,435 6168,5/7/1929,,O+
2213,male,Pjetur,S,Sveinsson,Sigtuni 73,PjeturSveinsson@einrot.com,Ficese,488 5601,5/26/1931,,A+
2214,male,Tómas,S,Hrafnsson,Midvangur 73,TomasHrafnsson@teleworm.us,Exiousle,472 0891,9/26/1956,,B+
2215,male,Hafsteinn,S,Þorbjörnsson,Hverafold 86,Hafsteinnorbjornsson@einrot.com,Youbseep,483 8703,11/16/1962,,B+
2216,male,Sigtryggur,L,Ævarsson,Geislagata 62,SigtryggurAEvarsson@armyspy.com,Thosollover,470 2757,10/5/1941,,O+
2217,female,Þórunn,L,Eiríksdóttir,Þverbraut 18,orunnEiriksdottir@einrot.com,Husafter,447 7114,6/1/1949,,A+
2218,male,Atli,Ó,Margeirsson,Sævar 3,AtliMargeirsson@dayrep.com,Thavends,480 0857,11/24/1974,,A-
2219,male,Hlynur,R,Pálsson,Hvanneyrarbraut 63,HlynurPalsson@gustr.com,Thicassiong1991,465 2291,9/1/1991,,A+
2220,male,Mikael,G,Smárason,Tungata 94,MikaelSmarason@jourrapide.com,Younly,474 8922,10/2/1936,,AB+
2221,female,Steinunn,H,Óladóttir,Bergstaðarstræti 26,SteinunnOladottir@einrot.com,Ã©cle32,466 2984,8/5/1932,,B+
2222,male,Þór,D,Ástráðsson,Merkigerði 11,orAstrasson@jourrapide.com,Enver1954,440 0109,8/27/1954,,O+
2223,female,Aðalbjörg,U,Eiríksdóttir,Klausturvegur 9,AalbjorgEiriksdottir@rhyta.com,Doody1984,433 2699,6/23/1984,,A+
2224,female,Þuríður,Æ,Ingveldardóttir,Golfskálinn 50,uriurIngveldardottir@cuvox.de,Houre1986,440 7667,11/20/1986,,O+
2225,female,Mjöll,Á,Ingveldardóttir,Golfskálinn 94,MjollIngveldardottir@teleworm.us,Theaking,435 0557,8/25/1994,,A+
2226,male,Snorri,G,Smárason,Bergstaðarstræti 89,SnorriSmarason@gustr.com,Theeninfam1939,455 7652,5/8/1939,,O+
2227,male,Sveinbjörn,Þ,Jasonarson,Kaupangsstræti 24,SveinbjornJasonarson@superrito.com,Andismake1955,436 0880,3/30/1955,,A+
2228,male,Gautur,Í,Vagnsson,Brekkugata 98,GauturVagnsson@superrito.com,Nepre1959,418 5644,5/29/1959,,A+
2229,male,Friðþjófur,V,Kristínarson,Borgarholtsbraut 55,FrijofurKristinarson@superrito.com,Patents,483 7710,4/9/1978,,B+
2230,female,Ásgerður,M,Eyðfinnsdóttir,Fífubarð 10,AsgerurEyfinnsdottir@teleworm.us,Frottive1987,467 8274,7/15/1987,,A+
2231,male,Egill,O,Hlöðvarsson,Austurstraeti 68,EgillHlovarsson@fleckens.hu,Rusten,435 4846,10/13/1956,,O+
2232,male,Vignir,J,Þóroddsson,Hvítárbakka 70,Vigniroroddsson@rhyta.com,Agook1987,485 2061,6/26/1987,,A+
2233,female,Steinlaug,E,Snorradóttir,Klausturvegur 68,SteinlaugSnorradottir@rhyta.com,Crisomiss,411 7754,6/2/1989,,O+
2235,male,Brynjar,E,Guðnason,Höfðastígur 39,BrynjarGunason@dayrep.com,Chattent,440 5783,1/22/1985,,O+
2236,male,Sigurgeir,G,Haraldsson,Adalstraeti 97,SigurgeirHaraldsson@dayrep.com,Mact1930,453 3290,3/1/1930,,A+
2237,female,Guðný,H,Ingvarsdóttir,Guðmundsson 62,GunyIngvarsdottir@dayrep.com,Wils1939,431 3429,6/25/1939,,A+
2238,female,Iðunn,S,Hauksdóttir,Holtagata 71,IunnHauksdottir@dayrep.com,Strowd,452 1647,10/15/1941,,O+
2239,male,Eyþór,G,Ásgeirsson,Hagatorg 79,EyorAsgeirsson@superrito.com,Sterve,467 8206,6/2/1983,,B+
2240,female,Íris,A,Birgisdóttir,Adalstraeti 11,IrisBirgisdottir@cuvox.de,Tradveraft79,465 7391,10/15/1979,,O+
2241,female,Dýrleif,S,Sigvaldadóttir,Hafnarstræti 9,DyrleifSigvaldadottir@rhyta.com,Famblacer,474 5835,6/27/1945,,B+
2242,male,Patrekur,J,Hólmgeirsson,Sævar 89,PatrekurHolmgeirsson@fleckens.hu,Scame1994,481 5595,10/24/1994,,O+
2244,female,Magnea,D,Kristjánsdóttir,Norðurbraut 64,MagneaKristjansdottir@cuvox.de,Desch1955,466 9728,11/29/1955,,O+
2245,male,Hilmir,S,Baldvinsson,Breidamork 56,HilmirBaldvinsson@rhyta.com,Prole1981,460 6144,9/19/1981,,A+
2246,male,Eyþór,B,Gunnþórsson,Höfðagata 14,EyorGunnorsson@armyspy.com,Sairse,447 7054,7/10/1965,,B+
2247,male,Skarphéðinn,O,Frímannsson,Fitjabraut 88,SkarpheinnFrimannsson@teleworm.us,Cloneffew,445 0930,4/17/1988,,O+
2248,male,Matthías,D,Hannesson,Skolavordustig 64,MatthiasHannesson@einrot.com,Sact1983,472 0849,7/22/1983,,O+
2249,male,Brynjólfur,R,Másson,Bjarg Dalbraut 50,BrynjolfurMasson@einrot.com,Wasibut74,443 7528,9/28/1974,,O+
2250,female,Elna,U,Böðvarsdóttir,Thverholt 17,ElnaBovarsdottir@einrot.com,Adint1979,435 0491,1/28/1979,,B-
2251,male,Sigurfinnur,R,Grímsson,Hlíðarvegur 63,SigurfinnurGrimsson@cuvox.de,Waycervours1949,477 3908,4/27/1949,,B+
2252,female,Sólveig,G,Guðjónsdóttir,Holtagata 34,SolveigGujonsdottir@dayrep.com,Doistop,432 1730,7/7/1971,,B+
2253,male,Guðlaugur,J,Baldvinsson,Eyrarlandsvegur 54,GulaugurBaldvinsson@superrito.com,Accus1961,451 8187,5/23/1961,,O+
2254,male,Bragi,J,Sophusson,Skólastígur 10,BragiSophusson@jourrapide.com,Twourvis,462 8868,4/26/1992,,B+
2255,male,Hallur,K,Hálfdánarson,Fjolnisgata 77,HallurHalfdanarson@jourrapide.com,Inguld53,488 0968,10/5/1953,,O+
2256,male,Aron,D,Jörgensen,Kaupangsstræti 42,AronJorgensen@rhyta.com,Thaludere,429 8692,8/26/1991,,A+
2257,male,Þórarinn,S,Marselíusarson,Smiðjustígur 23,orarinnMarseliusarson@armyspy.com,Poichad,483 7871,7/13/1934,,O+
2259,male,Björn,M,Emilsson,Bergstaðarstræti 94,BjornEmilsson@rhyta.com,Liturmlime,410 3727,8/4/1964,,B+
2260,male,Höskuldur,S,Flosason,Adalstraeti 26,HoskuldurFlosason@teleworm.us,Wolk1945,446 7430,7/24/1945,,A+
2261,female,Eðvaldína,R,Bergsdóttir,Hafnargata 23,EvaldinaBergsdottir@jourrapide.com,Hiscirs,445 6499,7/28/1993,,B+
2262,female,Linda,B,Kristbjörnsdóttir,Grundargötu 17,LindaKristbjornsdottir@jourrapide.com,Thouldre,448 2902,7/8/1949,,B+
2263,female,Dögg,E,Jóakimsdóttir,Kirkjutorg 81,DoggJoakimsdottir@einrot.com,Grom1973,450 7741,1/16/1973,,B+
2264,female,Alma,M,Árnadóttir,Holmatun 81,AlmaArnadottir@gustr.com,Younat,436 7600,9/20/1948,,B+
2265,female,Mjöll,G,Óladóttir,Klettsbúð 16,MjollOladottir@teleworm.us,Fortnock,477 8614,8/6/1966,,O+
2266,male,Arnaldur,Á,Gylfason,Midvangur 36,ArnaldurGylfason@teleworm.us,Grocke,431 4044,4/1/1960,,A+
2267,female,Sigurfinna,S,Sigmundsdóttir,Birkimelur 16,SigurfinnaSigmundsdottir@cuvox.de,Tintles65,417 4806,3/14/1965,,A-
2268,female,Hróðný,S,Valberg,Skogarlond 72,HronyValberg@jourrapide.com,Ushe1975,449 5891,1/11/1975,,AB+
2269,female,Rut,V,Eyðfinnsdóttir,Gilsbakka 97,RutEyfinnsdottir@gustr.com,Trighom,482 0429,10/12/1947,,A+
2270,female,Kolbrún,S,Úlfarsdóttir,Fífubarð 3,KolbrunUlfarsdottir@einrot.com,Diguest,482 7615,4/7/1983,,B+
2271,female,Randi,M,Guðgeirsdóttir,Austvaðsholti 92,RandiGugeirsdottir@cuvox.de,Naloct,489 4475,6/12/1943,,O+
2272,female,Sóldís,B,Hauksdóttir,Ránargata 33,SoldisHauksdottir@jourrapide.com,Posis1937,413 6387,3/18/1937,,O+
2273,female,Oddrún,G,Bryndísardóttir,Gilsbakka 79,OddrunBryndisardottir@superrito.com,Whiseas1989,479 1003,6/30/1989,,AB+
2274,female,Móeiður,Þ,Grímsdóttir,Fjölnisgata 13,MoeiurGrimsdottir@einrot.com,Moull1942,413 1500,7/3/1942,,A+
2275,female,Elna,Þ,Guðgeirsdóttir,Svarfaðarbraut 9,ElnaGugeirsdottir@rhyta.com,Goictived1957,451 1871,7/14/1957,,B+
2276,female,Karlotta,R,Albertsdóttir,Hverfisgata 76,KarlottaAlbertsdottir@rhyta.com,Anty1948,450 3934,4/21/1948,,A+
2277,male,Arngrímur,Ö,Þorfinnsson,Egilsgata 17,Arngrimurorfinnsson@cuvox.de,Witheing,446 7034,2/4/1957,,A+
2278,female,Fríður,S,Angantýsdóttir,Ránargata 21,FriurAngantysdottir@armyspy.com,Humorstoo1934,428 0116,4/6/1934,,A-
2279,female,Elisabet,Á,Tryggvadóttir,Eikarlundur 48,ElisabetTryggvadottir@gustr.com,Aptably,485 5380,7/12/1987,,O+
2280,female,Sæunn,F,Halldórsdóttir,Austurstraeti 71,SaeunnHalldorsdottir@gustr.com,Contret1928,460 9112,2/6/1928,,O+
2281,male,Stefanía,E,Steingrímsson,Akurbraut 51,StefaniaSteingrimsson@jourrapide.com,Thatimed,444 0214,10/12/1974,,A+
2284,female,Guðleif,C,Guðgeirsdóttir,Hamarstígur 48,GuleifGugeirsdottir@gustr.com,GencÃ©ed,468 1898,5/11/1953,,A-
2285,female,Eyrún,R,Þorsteinsdóttir,Þrúðvangur 25,Eyrunorsteinsdottir@teleworm.us,Knobse1966,466 4680,4/17/1966,,A+
2286,female,Vala,V,Grímsdóttir,Skólastígur 71,ValaGrimsdottir@armyspy.com,Wispond,485 2998,4/17/1974,,A-
2287,female,Silja,M,Helgadóttir,Skogarlond 23,SiljaHelgadottir@jourrapide.com,Thadvice,458 5910,11/15/1954,,A-
2288,male,Össur,B,Þorvarðarson,Ægissiða 91,Ossurorvararson@teleworm.us,Clumpost,411 2335,9/24/1934,,O+
2289,female,Irena,H,Ingveldardóttir,Hverafold 87,IrenaIngveldardottir@cuvox.de,Smet1971,421 0807,1/19/1971,,O+
2290,female,Magnína,H,Ragnarsdóttir,Túnbraut 11,MagninaRagnarsdottir@rhyta.com,Poneve,461 5619,8/3/1938,,O+
2291,male,Engilbert,B,Ernuson,Ólafsbraut 6,EngilbertErnuson@fleckens.hu,Theara,449 7101,11/18/1960,,B+
2292,female,Kristinn,S,Jóhannesdóttir,Midhraun 27,KristinnJohannesdottir@teleworm.us,Cole1961,482 8894,2/12/1961,,O+
2293,male,Eiður,A,Guðbergsson,Lindargata 99,EiurGubergsson@rhyta.com,Hadid1949,432 0558,4/24/1949,,B+
2294,male,Kristinn,L,Jóelsson,Brekkustíg 82,KristinnJoelsson@dayrep.com,Friltang,486 1196,4/6/1989,,B+
2296,female,Jóhanna,G,Valgeirsdóttir,Akurbraut 9,JohannaValgeirsdottir@teleworm.us,Kneet1991,434 1002,10/23/1991,,A+
2297,female,Heiðrún,S,Jakobsdóttir,Fjolnisgata 84,HeirunJakobsdottir@gustr.com,Liand1960,470 1558,6/13/1960,,A+
2298,female,Ásrún,H,Jakobsdóttir,Ægissiða 13,AsrunJakobsdottir@cuvox.de,Enjudger,439 1052,5/11/1942,,O+
2299,female,Kristinn,I,Níelsdóttir,Akurgerði 90,KristinnNielsdottir@rhyta.com,Waguastind57,459 8150,8/18/1957,,A+
2300,male,Kjartan,K,Svavarsson,Alfaskeid 57,KjartanSvavarsson@dayrep.com,Ande1990,477 1070,1/5/1990,,A-
2301,male,Fjalar,B,Mathiesen,Aðalstræti 95,FjalarMathiesen@cuvox.de,Wittand,487 5878,2/5/1933,,B+
2302,female,Guðbjörg,G,Þorkelsdóttir,Vikurbraut 61,Gubjorgorkelsdottir@jourrapide.com,Liselther,453 5972,9/24/1989,,B+
2303,female,Sigríður,S,Björgvinsdóttir,Laugarvegur 38,SigriurBjorgvinsdottir@einrot.com,Foor1970,431 8350,10/26/1970,,B+
2304,female,Jóna,H,Steindórsdóttir,Hverfisgata 97,JonaSteindorsdottir@armyspy.com,Thictiveracy,431 1924,6/17/1954,,B+
2305,male,Eiríkur,Þ,Guðlaugsson,Birkimelur 83,EirikurGulaugsson@gustr.com,Theaverpre,416 3800,9/10/1982,,A+
2306,female,Berit,K,Eyjólfsdóttir,Hamarstígur 73,BeritEyjolfsdottir@gustr.com,Hicar1983,433 3911,12/20/1983,,O+
2307,female,Ósk,E,Friðbjarnardóttir,Bjarkarstígur 99,OskFribjarnardottir@einrot.com,Agdocany,454 0495,1/21/1959,,B+
2308,male,Þorgils,R,Sumarliðason,Brekkustíg 18,orgilsSumarliason@superrito.com,Tichours,432 6042,5/16/1935,,O+
2309,female,Agla,E,Ingadóttir,Þórunnarstræti 59,AglaIngadottir@jourrapide.com,Intor1931,435 3515,11/17/1931,,O-
2310,female,Karla,F,Garðarsdóttir,Drangahrauni 31,KarlaGararsdottir@cuvox.de,Agaitind1951,471 3359,3/16/1951,,A+
2311,male,Steinn,L,Víðisson,Sorlaskeid 16,SteinnViisson@fleckens.hu,Therinceple,424 0472,9/28/1951,,B-
2312,male,Sindri,J,Þórisson,Þverbraut 86,Sindriorisson@superrito.com,Nupich29,460 0802,6/4/1929,,A+
2313,male,Hörður,R,Arnbjarnarson,Skíðabraut 94,HorurArnbjarnarson@jourrapide.com,Heseadeve,488 9017,1/18/1936,,A+
2314,male,Stefnir,D,Dagbjartsson,Norðurbrún 73,StefnirDagbjartsson@dayrep.com,Acharthopint1942,417 4215,8/13/1942,,AB+
2315,female,Valborg,R,Ingadóttir,Sunnubraut 57,ValborgIngadottir@armyspy.com,Moragiverand,458 8886,7/18/1968,,B+
2316,male,Ægir,Þ,Ásgeirsson,Sorlaskeid 50,AEgirAsgeirsson@superrito.com,Comenis,437 3640,9/14/1981,,O+
2317,female,Vera,S,Halldórsdóttir,Hvanneyrarbraut 38,VeraHalldorsdottir@gustr.com,Alwasted,485 5943,9/1/1994,,A+
2318,male,Kristmann,E,Ingvarsson,Holmatun 77,KristmannIngvarsson@jourrapide.com,Quist1988,459 2178,4/20/1988,,AB+
2319,male,Pálmi,I,Hartvigsson,Hafnargata 40,PalmiHartvigsson@cuvox.de,Withatur,422 0792,5/5/1969,,O-
2320,female,Þóra,H,Ottarsdóttir,Kirkjubraut 45,oraOttarsdottir@dayrep.com,Vern1952,427 3954,5/22/1952,,A+
2321,male,Þórhallur,S,Ósvaldsson,Armúli 47,orhallurOsvaldsson@superrito.com,Quileste,453 4678,12/28/1964,,A+
2322,female,Linda,G,Guðsteinsdóttir,Gardatorg 36,LindaGusteinsdottir@superrito.com,Lieskes,427 6238,1/11/1980,,A+
2323,male,Björgólfur,H,Sumarliðason,Borgarholtsbraut 65,BjorgolfurSumarliason@einrot.com,Grathand,477 9721,10/18/1929,,O+
2324,male,Þórarinn,K,Vilhelmsson,Drangahrauni 80,orarinnVilhelmsson@fleckens.hu,Comineve1993,485 3661,4/14/1993,,B+
2325,female,Borghildur,K,Ingveldardóttir,Suðurbraut 49,BorghildurIngveldardottir@gustr.com,Subtautit,475 8092,2/27/1930,,O+
2326,male,Jónmundur,F,Ámundason,Sorlaskeid 67,JonmundurAmundason@jourrapide.com,Extrahmethe1991,455 2175,7/31/1991,,A+
2327,male,Guðbrandur,V,Víðisson,Hagatorg 62,GubrandurViisson@fleckens.hu,Entle1958,482 3669,1/19/1958,,AB+
2328,male,Ásgeir,S,Hermanníusson,Lindargata 32,AsgeirHermanniusson@armyspy.com,Canithencer,426 0676,9/6/1970,,A+
2329,female,Kristbjörg,P,Skúladóttir,Bjarkarstígur 27,KristbjorgSkuladottir@superrito.com,Ressibing,470 4117,3/21/1974,,O+
2330,male,Logi,H,Vigfússon,Ránargata 78,LogiVigfusson@rhyta.com,Watints,439 0825,12/27/1990,,O+
2331,male,Ari,J,Helgason,Midhraun 85,AriHelgason@jourrapide.com,Morold,448 8675,1/1/1933,,B+
2332,male,Andri,S,Óskarsson,Sundabakki 70,AndriOskarsson@einrot.com,Tram1975,466 1877,12/7/1975,,O+
2333,male,Birgir,E,Vilhelmsson,Akurbraut 54,BirgirVilhelmsson@jourrapide.com,Cargeople90,420 6135,9/24/1990,,O+
2334,female,Agnes,H,Jóakimsdóttir,Nesvegi 37,AgnesJoakimsdottir@cuvox.de,Wifelle,481 1524,7/24/1964,,B+
2335,male,Sölvi,H,Þórsson,Brekkugata 16,Solviorsson@einrot.com,Fren1952,412 2366,10/10/1952,,O+
2336,female,Marta,K,Albertsdóttir,Túnbraut 47,MartaAlbertsdottir@gustr.com,Mout1966,414 1950,10/28/1966,,A+
2337,female,Þórhalla,B,Sigtryggsdóttir,Breidamork 77,orhallaSigtryggsdottir@teleworm.us,Felonfuld,444 1094,5/6/1976,,B+
2338,male,Kristmann,J,Sævarsson,Höfðabraut 22,KristmannSaevarsson@rhyta.com,Drivels,470 4343,5/17/1992,,B+
2339,male,Danival,G,Sigurgeirsson,Gerðuberg 46,DanivalSigurgeirsson@rhyta.com,Lailme,423 6488,7/11/1955,,O-
2340,female,Bryndís,S,Baldursdóttir,Hnjúkabyggð 51,BryndisBaldursdottir@cuvox.de,Sharturnet,483 6250,1/26/1982,,B+
2341,female,Auður,F,Óskarsdóttir,Aðalstræti 50,AuurOskarsdottir@superrito.com,Ocied1973,438 7508,9/13/1973,,A+
2342,female,Eyrún,S,Pálsdóttir,Kirkjutorg 53,EyrunPalsdottir@dayrep.com,Coungthe,461 0401,6/1/1962,,O+
2343,male,Vésteinn,K,Geirsson,Hrisateigur 22,VesteinnGeirsson@armyspy.com,Fachather,452 9339,9/16/1959,,A+
2344,female,Erla,V,Hauksdóttir,Bergstaðarstræti 5,ErlaHauksdottir@rhyta.com,Buit1994,458 0486,7/20/1994,,B+
2345,male,Cheryl,S,Þórhallsson,Ránargata 98,Cherylorhallsson@teleworm.us,Pratichap,485 6539,10/23/1941,,A+
2346,female,Gerður,C,Baldursdóttir,Þjónustusvæði 13,GerurBaldursdottir@einrot.com,Firseten,457 1447,12/16/1965,,A+
2347,female,Hróðný,G,Eiríksdóttir,Þorsteinsgata 31,HronyEiriksdottir@cuvox.de,Surniarten,476 4096,9/30/1951,,A+
2348,female,Elisabet,E,Guðmundsdóttir,Breidamork 43,ElisabetGumundsdottir@cuvox.de,Herever,480 5576,10/14/1936,,A+
2349,female,Irena,F,Eyðfinnsdóttir,Skolavordustig 44,IrenaEyfinnsdottir@fleckens.hu,Haled1964,464 4315,5/6/1964,,A+
2350,male,Marteinn,K,Arnmundsson,Suðurbraut 29,MarteinnArnmundsson@cuvox.de,Wharly,444 4339,3/27/1962,,O+
2351,male,Kristján,S,Sigjónsson,Egilsgata 53,KristjanSigjonsson@gustr.com,Thapecou,458 1271,8/6/1942,,O+
2352,female,Guðborg,I,Arnórsdóttir,Birkimelur 36,GuborgArnorsdottir@superrito.com,Inelisgue,460 0842,3/21/1972,,O+
2353,male,Hallgrímur,B,Níelsson,Sævar 80,HallgrimurNielsson@fleckens.hu,Elons1982,458 4893,6/14/1982,,O+
2354,male,Sigfús,E,Kárason,Fjölnisgata 21,SigfusKarason@dayrep.com,Phisecome74,413 6796,10/25/1974,,O+
2355,female,Björg,A,Magnúsdóttir,Höfðabraut 11,BjorgMagnusdottir@rhyta.com,Whys1939,476 4784,8/10/1939,,O+
2356,female,Íris,K,Pálsdóttir,Hnjúkabyggð 82,IrisPalsdottir@fleckens.hu,Dore1965,439 4618,3/10/1965,,O-
2357,female,Gunnhildur,H,Finnbogadóttir,Sorlaskeid 58,GunnhildurFinnbogadottir@gustr.com,Thaties,466 9406,10/10/1984,,B+
2358,male,Helgi,M,Flosason,Midvangur 90,HelgiFlosason@gustr.com,Thersocce,462 7810,1/27/1987,,O+
2359,male,Friðsteinn,H,Hrafnkelsson,Gardatorg 88,FristeinnHrafnkelsson@rhyta.com,Wrign1955,451 0671,1/18/1955,,A+
2360,male,Viðar,Þ,Traustason,Túnbraut 54,ViarTraustason@gustr.com,Thadisitud,445 9403,5/14/1955,,B+
2361,female,Þrúður,S,Jónsdóttir,Hverafold 77,ruurJonsdottir@dayrep.com,Cultin,464 8190,10/3/1979,,B+
2362,female,Hansína,Þ,Hjartardóttir,Gilsbakka 44,HansinaHjartardottir@jourrapide.com,Caphy1960,439 3604,7/3/1960,,O+
2363,female,Konny,P,Hallgrímsdóttir,Sunnubraut 35,KonnyHallgrimsdottir@gustr.com,Sumate,458 5329,8/23/1965,,B+
2364,male,Ólafur,E,Böðvarsson,Hverafold 50,OlafurBovarsson@dayrep.com,Oblefust,478 4349,4/21/1928,,O-
2365,male,Eyþór,F,Grettisson,Vikurbraut 64,EyorGrettisson@gustr.com,Beemsee1976,425 3253,4/25/1976,,O+
2366,female,Hallbjörg,B,Bernódusdóttir,Midvangur 40,HallbjorgBernodusdottir@jourrapide.com,Heyerinty,481 4979,11/21/1969,,B+
2367,male,Helgi,Þ,Aronsson,Dalbraut 23,HelgiAronsson@cuvox.de,Hapen1948,473 4904,11/25/1948,,O+
2368,female,Alda,B,Indriðadóttir,Þingvallastræti 13,AldaIndriadottir@teleworm.us,Jewent,425 8750,5/31/1969,,B+
2369,male,Valdimar,K,Engilbertsson,Dalbraut 49,ValdimarEngilbertsson@einrot.com,Formoush,477 1916,11/21/1988,,A+
2370,male,Haraldur,H,Alfonsson,Holtagata 33,HaraldurAlfonsson@rhyta.com,Waind1954,462 8273,5/3/1954,,O+
2371,male,Þórir,N,Ragnarsson,Birkimelur 30,orirRagnarsson@cuvox.de,Colad1967,431 6751,8/3/1967,,O+
2372,female,Elísabet,A,Guðmundsdóttir,Tryggvabraut 71,ElisabetGumundsdottir@rhyta.com,Hatiquieving,431 3629,4/15/1975,,B+
2373,male,Dagur,K,Felixson,Hrisateigur 40,DagurFelixson@superrito.com,Againcelow82,444 2911,3/27/1982,,O+
2374,female,Jórunn,A,Angantýsdóttir,Fagurhólsmýri 4,JorunnAngantysdottir@dayrep.com,Uppossom,474 7773,1/29/1944,,B+
2375,female,Ásta,O,Guðgeirsdóttir,Thingvallastraeti 25,AstaGugeirsdottir@teleworm.us,Matne1956,420 4744,12/24/1956,,O+
2376,male,Ingólfur,Þ,Eiríksson,Geislagata 5,IngolfurEiriksson@cuvox.de,Homply,443 4681,3/17/1938,,O+
2377,male,Tryggvi,Þ,Friðjónsson,Ártún 30,TryggviFrijonsson@superrito.com,Therstorted,469 9504,8/12/1949,,AB+
2378,female,Finnborg,A,Sigurðardóttir,Grýtubakki 87,FinnborgSigurardottir@jourrapide.com,Daymeculd,468 6833,7/29/1968,,O+
2379,female,Katla,P,Sigfúsdóttir,Smáratún 88,KatlaSigfusdottir@cuvox.de,Amithe,485 4669,5/15/1959,,O+
2380,male,Viðar,G,Hjartarson,Sunnubraut 73,ViarHjartarson@jourrapide.com,Sinexpond,454 1560,12/4/1936,,O+
2381,female,Hrefna,E,Ingadóttir,Vesturgata 49,HrefnaIngadottir@dayrep.com,Disteling,413 9316,10/29/1970,,O+
2382,female,Ástrós,E,Stefánsdóttir,Klausturvegur 52,AstrosStefansdottir@cuvox.de,Tordese,421 5970,11/20/1958,,B+
2383,male,Fjalar,I,Viðarsson,Aðalstræti 1,FjalarViarsson@armyspy.com,Frompands,465 8267,9/16/1950,,O-
2384,female,Aldís,Þ,Benediktsdóttir,Svarfaðarbraut 83,AldisBenediktsdottir@einrot.com,Afee1985,459 4589,5/11/1985,,AB+
2385,female,Jenna,J,Hrafnkelsdóttir,Hrisateigur 45,JennaHrafnkelsdottir@rhyta.com,Wavery,478 0331,2/7/1938,,O-
2386,male,Jóhann,S,Valdimarsson,Fagradalsbraut 79,JohannValdimarsson@superrito.com,Lifuld,472 2296,1/23/1969,,O+
2387,male,Þórðr,S,Dagbjartsson,Holtagata 3,orrDagbjartsson@einrot.com,Drent1948,433 8676,6/26/1948,,B+
2388,female,Sólrún,H,Ívarsdóttir,Hafnargata 69,SolrunIvarsdottir@cuvox.de,Upoldiffed,480 0032,11/12/1971,,A+
